epoch,val_loss,step,val_acc,train_acc,train_loss,test_acc
45,0.4935850501060486,91,0.7555555701255798,,,
45,,91,,0.8111110925674438,0.47159838676452637,
46,0.5373044610023499,93,0.7111111283302307,,,
46,,93,,0.8222222328186035,0.44659125804901123,
47,0.46979108452796936,95,0.7333333492279053,,,
47,,95,,0.7777777910232544,0.49377554655075073,
48,0.4805779457092285,97,0.7555555701255798,,,
48,,97,,0.800000011920929,0.47699615359306335,
49,0.45129305124282837,99,0.7777777910232544,,,
49,,99,,0.7666666507720947,0.44180214405059814,
50,0.5080976486206055,101,0.7555555701255798,,,
50,,101,,0.7333333492279053,0.5277454853057861,
51,0.57587730884552,103,0.6888889074325562,,,
51,,103,,0.800000011920929,0.4757255017757416,
52,0.48242416977882385,105,0.7111111283302307,,,
52,,105,,0.7666666507720947,0.46125292778015137,
53,0.4749049246311188,107,0.7555555701255798,,,
53,,107,,0.7333333492279053,0.497848242521286,
54,0.5703471899032593,109,0.6888889074325562,,,
54,,109,,0.7777777910232544,0.45823657512664795,
55,0.4614543914794922,111,0.800000011920929,,,
55,,111,,0.7666666507720947,0.5012516975402832,
56,0.4628506898880005,113,0.7777777910232544,,,
56,,113,,0.800000011920929,0.43340861797332764,
57,0.48825904726982117,115,0.7555555701255798,,,
57,,115,,0.7555555701255798,0.46116840839385986,
58,0.4557025134563446,117,0.7555555701255798,,,
58,,117,,0.8111110925674438,0.435210257768631,
59,0.49499714374542236,119,0.7333333492279053,,,
59,,119,,0.7888888716697693,0.478271484375,
60,0.5477091670036316,121,0.7111111283302307,,,
60,,121,,0.7777777910232544,0.4496665894985199,
61,0.44315457344055176,123,0.8222222328186035,,,
61,,123,,0.8111110925674438,0.3910127282142639,
62,0.44022849202156067,125,0.7777777910232544,,,
62,,125,,0.7555555701255798,0.47299596667289734,
63,0.5228369235992432,127,0.7333333492279053,,,
63,,127,,0.7555555701255798,0.517116904258728,
64,0.44588109850883484,129,0.7777777910232544,,,
64,,129,,0.8111110925674438,0.4416656196117401,
65,0.4559192657470703,131,0.7555555701255798,,,
65,,131,,0.7777777910232544,0.46616843342781067,
66,0.5197516679763794,133,0.7333333492279053,,,
66,,133,,0.800000011920929,0.4285893738269806,
67,0.50670325756073,135,0.7555555701255798,,,
67,,135,,0.8111110925674438,0.44478166103363037,
68,0.44685226678848267,137,0.7777777910232544,,,
68,,137,,0.800000011920929,0.4137355089187622,
69,0.4450099468231201,139,0.7777777910232544,,,
69,,139,,0.7333333492279053,0.4356115460395813,
70,0.48710060119628906,141,0.7555555701255798,,,
70,,141,,0.8111110925674438,0.4171091318130493,
71,0.4638289511203766,143,0.7777777910232544,,,
71,,143,,0.8111110925674438,0.4224959909915924,
72,0.44696858525276184,145,0.7555555701255798,,,
72,,145,,0.8222222328186035,0.47045227885246277,
73,0.46868056058883667,147,0.7777777910232544,,,
73,,147,,0.800000011920929,0.4052545428276062,
74,0.514984667301178,149,0.7333333492279053,,,
74,,149,,0.7666666507720947,0.40192070603370667,
75,0.4487515687942505,151,0.7777777910232544,,,
75,,151,,0.800000011920929,0.43196699023246765,
76,0.4479283094406128,153,0.7333333492279053,,,
76,,153,,0.7666666507720947,0.42580029368400574,
77,0.468289315700531,155,0.7777777910232544,,,
77,,155,,0.8111110925674438,0.3917507231235504,
78,0.5055902004241943,157,0.7777777910232544,,,
78,,157,,0.7777777910232544,0.41332316398620605,
79,0.4412328600883484,159,0.7777777910232544,,,
79,,159,,0.7777777910232544,0.4599013924598694,
80,0.44051411747932434,161,0.7777777910232544,,,
80,,161,,0.7888888716697693,0.451385498046875,
81,0.4982237219810486,163,0.7777777910232544,,,
81,,163,,0.8111110925674438,0.3873610496520996,
82,0.45139703154563904,165,0.7777777910232544,,,
82,,165,,0.8111110925674438,0.4397929012775421,
83,0.45916876196861267,167,0.7333333492279053,,,
83,,167,,0.8222222328186035,0.42124027013778687,
84,0.4358695447444916,169,0.7777777910232544,,,
84,,169,,0.7444444298744202,0.46543264389038086,
85,0.4747254252433777,171,0.7777777910232544,,,
85,,171,,0.8222222328186035,0.4241902530193329,
86,0.43619248270988464,173,0.7333333492279053,,,
86,,173,,0.8111110925674438,0.43401870131492615,
87,0.4418131113052368,175,0.7333333492279053,,,
87,,175,,0.800000011920929,0.4186733663082123,
88,0.4643014669418335,177,0.800000011920929,,,
88,,177,,0.7555555701255798,0.46247532963752747,
89,0.4453286826610565,179,0.7777777910232544,,,
89,,179,,0.800000011920929,0.4970628619194031,
90,0.44689416885375977,181,0.7111111283302307,,,
90,,181,,0.8111110925674438,0.4352646768093109,
91,0.44969066977500916,183,0.800000011920929,,,
91,,183,,0.800000011920929,0.4221896827220917,
92,0.471727579832077,185,0.7777777910232544,,,
92,,185,,0.800000011920929,0.40894615650177,
93,0.4354778826236725,187,0.7555555701255798,,,
93,,187,,0.800000011920929,0.4167630970478058,
94,0.43938302993774414,189,0.7777777910232544,,,
94,,189,,0.7888888716697693,0.4864555299282074,
95,0.6124644875526428,191,0.6888889074325562,,,
95,,191,,0.8222222328186035,0.40555301308631897,
96,0.4590126872062683,193,0.7777777910232544,,,
96,,193,,0.7555555701255798,0.516645610332489,
97,0.4620181918144226,195,0.7555555701255798,,,
97,,195,,0.7666666507720947,0.4415389895439148,
98,0.4534144997596741,197,0.7777777910232544,,,
98,,197,,0.8111110925674438,0.4185149371623993,
99,0.5968337655067444,199,0.6888889074325562,,,
99,,199,,0.8222222328186035,0.4409186840057373,
100,0.4462008476257324,201,0.7777777910232544,,,
100,,201,,0.7888888716697693,0.4730497896671295,
101,0.46251052618026733,203,0.7111111283302307,,,
101,,203,,0.7777777910232544,0.4067266583442688,
102,0.4391365945339203,205,0.7555555701255798,,,
102,,205,,0.7111111283302307,0.47819095849990845,
103,0.595401406288147,207,0.6888889074325562,,,
103,,207,,0.800000011920929,0.4152928590774536,
104,0.5030399560928345,209,0.7777777910232544,,,
104,,209,,0.7777777910232544,0.48253849148750305,
105,0.4589062035083771,211,0.7333333492279053,,,
105,,211,,0.8111110925674438,0.4348016381263733,
106,0.44719475507736206,213,0.7333333492279053,,,
106,,213,,0.8333333134651184,0.4467674195766449,
107,0.5360174179077148,215,0.7111111283302307,,,
107,,215,,0.8111110925674438,0.4216959774494171,
108,0.4842737317085266,217,0.7777777910232544,,,
108,,217,,0.7888888716697693,0.47228047251701355,
109,0.4534203112125397,219,0.7333333492279053,,,
109,,219,,0.8111110925674438,0.40538594126701355,
110,0.44616571068763733,221,0.7555555701255798,,,
110,,221,,0.8111110925674438,0.43160679936408997,
111,0.47743919491767883,223,0.7777777910232544,,,
111,,223,,0.8333333134651184,0.4304659962654114,
112,0.5015121698379517,225,0.7555555701255798,,,
112,,225,,0.8111110925674438,0.4083872437477112,
113,0.4497045874595642,227,0.7777777910232544,,,
113,,227,,0.8111110925674438,0.4141991436481476,
114,0.43883082270622253,229,0.7777777910232544,,,
114,,229,,0.8444444537162781,0.3850351870059967,
115,0.45551159977912903,231,0.7777777910232544,,,
115,,231,,0.8333333134651184,0.41133934259414673,
116,0.46309784054756165,233,0.7777777910232544,,,
116,,233,,0.8333333134651184,0.41138678789138794,
117,0.4441736936569214,235,0.800000011920929,,,
117,,235,,0.8444444537162781,0.37117305397987366,
118,0.44421765208244324,237,0.7777777910232544,,,
118,,237,,0.800000011920929,0.39905115962028503,
119,0.43711671233177185,239,0.7777777910232544,,,
119,,239,,0.8111110925674438,0.3968193829059601,
120,0.444574773311615,241,0.7777777910232544,,,
120,,241,,0.8222222328186035,0.38544762134552,
121,0.4621371924877167,243,0.7777777910232544,,,
121,,243,,0.8222222328186035,0.4219490885734558,
122,0.4326708912849426,245,0.7777777910232544,,,
122,,245,,0.800000011920929,0.38874757289886475,
123,0.4373359680175781,247,0.7555555701255798,,,
123,,247,,0.800000011920929,0.4139821231365204,
124,0.4483303427696228,249,0.7777777910232544,,,
124,,249,,0.8111110925674438,0.42676353454589844,
125,0.488055557012558,251,0.7777777910232544,,,
125,,251,,0.8222222328186035,0.3969041705131531,
126,0.4428374469280243,253,0.800000011920929,,,
126,,253,,0.800000011920929,0.4255818724632263,
127,0.43171873688697815,255,0.7777777910232544,,,
127,,255,,0.8222222328186035,0.3643960654735565,
128,0.4347972571849823,257,0.7777777910232544,,,
128,,257,,0.800000011920929,0.4292755424976349,
129,0.4440605938434601,259,0.7777777910232544,,,
129,,259,,0.8222222328186035,0.36421340703964233,
130,0.441008985042572,261,0.7777777910232544,,,
130,,261,,0.8333333134651184,0.3891158998012543,
131,0.44629305601119995,263,0.7777777910232544,,,
131,,263,,0.855555534362793,0.37665659189224243,
132,0.5366291403770447,265,0.7555555701255798,,,
132,,265,,0.7888888716697693,0.4116397500038147,
133,0.49224284291267395,267,0.7777777910232544,,,
133,,267,,0.8222222328186035,0.4348693788051605,
134,0.4596249759197235,269,0.7111111283302307,,,
134,,269,,0.8111110925674438,0.4004376232624054,
135,0.44490763545036316,271,0.7333333492279053,,,
135,,271,,0.800000011920929,0.47479602694511414,
136,0.6186386942863464,273,0.7111111283302307,,,
136,,273,,0.800000011920929,0.3882690966129303,
137,0.561566174030304,275,0.7555555701255798,,,
137,,275,,0.7777777910232544,0.5113585591316223,
138,0.4422389268875122,277,0.7333333492279053,,,
138,,277,,0.8444444537162781,0.39250075817108154,
139,0.45843076705932617,279,0.7333333492279053,,,
139,,279,,0.7777777910232544,0.4266510009765625,
140,0.46932438015937805,281,0.7777777910232544,,,
140,,281,,0.7888888716697693,0.4500625729560852,
141,0.5014449954032898,283,0.7777777910232544,,,
141,,283,,0.8444444537162781,0.3863094449043274,
142,0.43436846137046814,285,0.7777777910232544,,,
142,,285,,0.800000011920929,0.43556684255599976,
143,0.4373025596141815,287,0.7777777910232544,,,
143,,287,,0.8333333134651184,0.4213225543498993,
144,0.4442141354084015,289,0.800000011920929,,,
144,,289,,0.7888888716697693,0.40299633145332336,
145,0.48271968960762024,291,0.7777777910232544,,,
145,,291,,0.8222222328186035,0.39199143648147583,
146,0.4676009714603424,293,0.7777777910232544,,,
146,,293,,0.8111110925674438,0.39842689037323,
147,0.4398066997528076,295,0.7777777910232544,,,
147,,295,,0.8222222328186035,0.3933353126049042,
148,0.45112305879592896,297,0.7333333492279053,,,
148,,297,,0.800000011920929,0.4357255697250366,
149,0.4607087969779968,299,0.7777777910232544,,,
149,,299,,0.8444444537162781,0.3977371156215668,
150,0.5121821761131287,301,0.7777777910232544,,,
150,,301,,0.855555534362793,0.3867074251174927,
151,0.4417572021484375,303,0.7777777910232544,,,
151,,303,,0.8222222328186035,0.36504876613616943,
152,0.45225125551223755,305,0.7555555701255798,,,
152,,305,,0.8111110925674438,0.36844727396965027,
153,0.44565752148628235,307,0.7777777910232544,,,
153,,307,,0.7777777910232544,0.46524980664253235,
154,0.5612757205963135,309,0.7555555701255798,,,
154,,309,,0.855555534362793,0.39746177196502686,
155,0.47215020656585693,311,0.7777777910232544,,,
155,,311,,0.8333333134651184,0.4232332110404968,
156,0.46120500564575195,313,0.7111111283302307,,,
156,,313,,0.8111110925674438,0.4142838418483734,
157,0.4482092261314392,315,0.7555555701255798,,,
157,,315,,0.7444444298744202,0.4347645342350006,
158,0.5114549398422241,317,0.7555555701255798,,,
158,,317,,0.800000011920929,0.39975619316101074,
159,0.5074358582496643,319,0.7777777910232544,,,
159,,319,,0.8333333134651184,0.42343825101852417,
160,0.4445548951625824,321,0.7777777910232544,,,
160,,321,,0.8444444537162781,0.42454808950424194,
161,0.46980756521224976,323,0.7111111283302307,,,
161,,323,,0.7888888716697693,0.3735421895980835,
162,0.4428544044494629,325,0.7777777910232544,,,
162,,325,,0.7222222089767456,0.4892522096633911,
163,0.469375878572464,327,0.7777777910232544,,,
163,,327,,0.800000011920929,0.40805715322494507,
164,0.47987595200538635,329,0.7777777910232544,,,
164,,329,,0.8222222328186035,0.40016603469848633,
165,0.4398430287837982,331,0.7777777910232544,,,
165,,331,,0.7777777910232544,0.42547938227653503,
166,0.436415433883667,333,0.7777777910232544,,,
166,,333,,0.7888888716697693,0.4028227627277374,
167,0.43733835220336914,335,0.7777777910232544,,,
167,,335,,0.8222222328186035,0.3834608197212219,
168,0.45196232199668884,337,0.7777777910232544,,,
168,,337,,0.7888888716697693,0.4135531187057495,
169,0.46060916781425476,339,0.7777777910232544,,,
169,,339,,0.8111110925674438,0.4256007671356201,
170,0.4415122866630554,341,0.7777777910232544,,,
170,,341,,0.8333333134651184,0.3876234292984009,
171,0.4422557055950165,343,0.7777777910232544,,,
171,,343,,0.8444444537162781,0.37946030497550964,
172,0.4537966847419739,345,0.800000011920929,,,
172,,345,,0.8444444537162781,0.3618125915527344,
173,0.4544210731983185,347,0.800000011920929,,,
173,,347,,0.7888888716697693,0.3994918465614319,
174,0.4451027810573578,349,0.7555555701255798,,,
174,,349,,0.800000011920929,0.42287516593933105,
175,0.4385816752910614,351,0.7555555701255798,,,
175,,351,,0.8111110925674438,0.4258228838443756,
176,0.454802542924881,353,0.800000011920929,,,
176,,353,,0.8333333134651184,0.38221579790115356,
177,0.487976998090744,355,0.7777777910232544,,,
177,,355,,0.855555534362793,0.3529650866985321,
178,0.4597090780735016,357,0.800000011920929,,,
178,,357,,0.800000011920929,0.4403526186943054,
179,0.43416717648506165,359,0.7777777910232544,,,
179,,359,,0.8333333134651184,0.3717493712902069,
180,0.43664559721946716,361,0.7555555701255798,,,
180,,361,,0.800000011920929,0.3953096568584442,
181,0.4610786736011505,363,0.7777777910232544,,,
181,,363,,0.8222222328186035,0.3764893412590027,
182,0.44883668422698975,365,0.7777777910232544,,,
182,,365,,0.8444444537162781,0.34679901599884033,
183,0.43570759892463684,367,0.7777777910232544,,,
183,,367,,0.8111110925674438,0.38755708932876587,
184,0.4334079325199127,369,0.7777777910232544,,,
184,,369,,0.8111110925674438,0.4208245277404785,
185,0.4415232241153717,371,0.800000011920929,,,
185,,371,,0.855555534362793,0.3715013265609741,
186,0.44115304946899414,373,0.800000011920929,,,
186,,373,,0.8666666746139526,0.3796645998954773,
187,0.4495347738265991,375,0.800000011920929,,,
187,,375,,0.8333333134651184,0.377199649810791,
188,0.43464982509613037,377,0.7777777910232544,,,
188,,377,,0.8222222328186035,0.37523791193962097,
189,0.4320734739303589,379,0.7777777910232544,,,
189,,379,,0.8222222328186035,0.3729506731033325,
190,0.43180426955223083,381,0.7777777910232544,,,
190,,381,,0.8222222328186035,0.39485421776771545,
191,0.4559960961341858,383,0.800000011920929,,,
191,,383,,0.8222222328186035,0.4051668345928192,
192,0.4998878538608551,385,0.7777777910232544,,,
192,,385,,0.8333333134651184,0.3830384910106659,
193,0.43353694677352905,387,0.7555555701255798,,,
193,,387,,0.8333333134651184,0.4162130057811737,
194,0.4476165473461151,389,0.7333333492279053,,,
194,,389,,0.8111110925674438,0.3953113853931427,
195,0.42859750986099243,391,0.800000011920929,,,
195,,391,,0.8333333134651184,0.40192484855651855,
196,0.4687292277812958,393,0.7777777910232544,,,
196,,393,,0.7888888716697693,0.40548673272132874,
197,0.4462756812572479,395,0.7777777910232544,,,
197,,395,,0.8222222328186035,0.3978152871131897,
198,0.4268076717853546,397,0.7777777910232544,,,
198,,397,,0.8333333134651184,0.3732348680496216,
199,0.4359957277774811,399,0.7777777910232544,,,
199,,399,,0.800000011920929,0.3492051959037781,
200,,400,,,,0.8222222328186035
200,,400,,,,0.8222222328186035
